gene	0.0	0.0	0.0	6.0	6.0	6.0	6.0	6.0	6.0	12.0	12.0	12.0	12.0	12.0	12.0	18.0	18.0	18.0	18.0	18.0	18.0	24.0	24.0	24.0	24.0	24.0	24.0	30.0	30.0	30.0	30.0	30.0	30.0	36.0	36.0	36.0	36.0	36.0	36.0
AT1G01140	0.7344384667534881	0.7807518714191155	0.7312046012598695	0.12304734171879637	-0.015068980517928652	-0.22351926088653765	-0.21023461098097518	-1.633347832748149	-2.2605932827849577	-4.068349024836138	-1.3600279990463178	0.019986477652761063	-0.49247633136700625	-0.500891600724018	-0.3383179947762045	-3.759757364958809	-4.285696498056582	-3.2312292204233737	-0.08888203787448695	-1.221396722880062	0.3194034724456527	-0.0026725245848216385	0.35162275370328006	-1.5409653313625384	-0.9227689006304202	-0.3590832616036123	-0.7809111660610226	-0.6274310335796258	-0.7104470827434531	-0.19643815146353366	-0.6770589526279536	0.011926259816139316	-1.0113067355579286	-0.9931358207330411	0.2515053555730461	0.4457760776687373	0.2894420404154437	-1.1691699073216884	-0.1139573385282397
AT1G02400	0.6648796992908703	0.6226518809410693	0.737989970699121	0.19549678328881814	-0.0793098465640967	-0.5132130081739467	0.16388498781004096	-0.35701997881158104	-5.979511880265246	-4.424565280641242	-0.7349593316991253	-0.6815559348881525	-0.07970467748801112	0.11806696983331814	0.12465768518832064	-1.2641266784386023	-1.3347127053349364	-1.8932789950962345	0.24298063359102992	-0.16450059338852294	0.18797905335437956	0.15042856967823762	-0.219338085322971	0.11058718100031391	0.08537515033036283	-1.395816763669041	-2.165650112216139	-0.9470748780280105	-0.183457994379725	-0.8140796609511548	0.1408897111051444	-0.3316893784697549	-1.4126502729581578	0.539894071637299	0.340014581697417	-0.1912344420567459	-8.35130568569475	0.10393436570247583	-0.9243317976964658
AT1G04700	0.43781317949545	0.5104134476202288	0.38388284964829594	0.011030906517568972	0.016957150314916146	-0.8881527618840244	-0.13270974160230403	0.1561465070273118	-0.10312430869788229	-0.37177955773411264	-0.3710670933959389	-0.14486794802828015	-0.6061105993177864	-0.03028196486572111	-0.05409078125846276	-0.5655905221801385	-0.1609162104031483	-0.12563177521298896	0.16885558541746537	-0.013316680206287967	0.18449760963771467	-0.8284429719748068	0.3722046893346616	-0.4608596111605047	-0.06516487206501743	-0.2622103840155522	-0.9804992389088348	-0.09197588794365082	-0.4354819503517999	-0.09226105874276447	-0.6548664564508031	0.03913183905585458	-0.28977127528909546	-0.5384439128657198	0.48472448173812116	0.5249091872183258	-0.1668346466948089	-0.9220504862206517	0.20839213383592975
AT1G09080	0.6904210066985946	0.6524338492346667	0.8340519951509017	0.38450220093184023	0.07067957121197864	-0.3863302136200195	-2.64619252323819	-2.074178513777108	-0.7051414253274494	-3.5058757478343545	-0.2384722681846396	-0.018479745909214595	-0.9218189593176502	0.22164303052075596	-0.11861036239341048	-0.5925116116394145	-1.6106125095939705	0.17128235127432231	-0.7881859391132294	-0.5191318591420239	0.2756257506465084	-2.136401500207516	-0.08879689791463434	-0.483165446050347	-3.4317378454888967	-1.4875847402455906	-2.4695111913147603	-0.4825466373893391	-0.14225408316346358	-0.004568062266689932	-2.4788668905225055	0.4074152986399511	-3.801370808490803	0.3045893879162552	-3.0136956864784494	-1.087205967616062	0.3667722166404172	-0.9641524717786277	-0.08465044174956925
AT1G12040	0.7478945445106752	0.7551372522728377	0.7401160542886632	-1.1163054560775136	-2.5802059313980354	-7.225259047107477	-0.32952591913732004	-0.8358672269221453	-1.321889258000684	-4.504035556508766	0.4236862281864868	0.152954896355462	-1.5281286835438175	-6.6062540121826245	-16.763322867673647	-1.621914254223027	-17.424905459816014	-0.6085839686523759	0.4672409472443725	-2.2164705542654013	-0.7211967077637806	0.08660374721930154	0.0633862058298414	-1.6571926343617205	-0.35336858159149875	-2.3327069443071258	-0.7740847446252818	0.12372595433339464	-0.4568477728734419	-3.330955435093129	-0.10377131062211131	-0.4778736051543889	0.21363264213494557	-0.8096004927460007	0.7079167621294956	0.598096982041954	-0.9767297904316427	-1.2147010460429795	-0.9321846130805453
AT1G19200	0.3584591308402308	0.6053719990008002	0.41885780219366	0.40144959356641036	0.320926864316577	-0.14740565192103677	-0.10275971494324125	-0.5341023080616494	-0.4286950348085505	-1.9980798029405447	-0.2759386909377959	-0.43505964949345344	-0.032814668557727036	0.11217779744770547	-0.45136760952717053	-0.2797902821513577	-0.6323861530609591	-0.05433450766947561	0.2678108526614944	-0.34388664625367904	0.1585142747321987	-0.7887466787029307	-0.01558980677735478	-0.01769475821293482	-0.10578146763756965	-0.796032450929819	-1.1493049359048664	-0.7073065521296205	0.06424922259787624	-0.25326991911967073	-0.24003806505241715	0.3375948595796387	-0.2500975332867714	0.0975849840928043	0.2522327332266166	0.18706341289948764	0.06219760912368356	-0.0692739812674731	-0.02402687335350776
AT1G19700	0.473875495268465	0.6276145509317713	0.5026311534443137	0.25226903113278054	0.08642149753560034	-0.45827836817552214	0.02181708733829263	-2.016961900884075	-1.5273952428496955	-2.086794359593375	-0.26698517136176847	-0.22579745892778746	-0.1932760253668997	-0.1709952985793625	0.1547313373683474	-0.32441709373768524	-0.7244687504278458	-0.19737551751709945	0.08532264843725094	-0.5357300307189725	0.24404253844317977	-0.04628578735834597	0.41986256318549203	-0.21926843688374467	0.0726383313948793	-0.5905346951252305	-0.6079444565291393	-1.0640285779725738	-0.13137059624639452	-0.22995516684233194	-0.05087389650385683	0.043825619260067984	-0.5901870298834551	0.214779696047588	0.33874131257679035	0.24191989494221106	-0.04436072003646058	-0.5239622515624007	0.12266335982547619
AT1G30270	0.35718136413743096	0.35519602600296607	0.2640291006557105	0.20608599135903405	0.16380522203037579	0.13499730486558317	-0.5219460735946135	-1.0908968575587732	-0.7209311267748796	-0.8860669206758246	-0.7472194228357707	-0.42560962391226465	0.11298705311109733	0.12131589201062744	0.18535492121338207	-1.0210208887893584	0.08548987058103409	-0.49529524577927975	0.17566825177175663	0.1749045624326087	-0.021851938327511387	-0.2942515264385997	0.19759503352704702	0.12443897314255685	0.21068659235456494	-0.09976544004009184	-0.7862035944663354	-0.7199702060298963	0.13924046039450147	-0.1849207259449045	0.03642966573853291	0.19872675821421643	-0.40288785693500834	0.15978829202968386	0.350901431157153	0.13903531783654285	-0.1859451200342191	0.11307041355351327	-0.10704385648555326
AT1G55330	0.704079595065255	0.5173672806403633	0.607842333215907	0.3250537990175676	-0.020995231573382157	-0.0881647384681578	-0.9896161718636918	-4.074393801988197	-0.7937420274755247	-2.0733988945878004	-0.5650026164517069	-0.2870077983154014	-0.187473679127613	-0.6110284571037999	-1.567235234444122	-0.35928398193515343	-2.1829380379625523	-0.6028189468947566	0.4350871341034481	-0.7096969429585182	0.5905768480700417	0.11291918591178562	0.033231324768701345	-0.3601041913459322	-0.3300453766105172	-0.5109145899834061	-0.6885355733696809	-0.5168384965066569	-0.7020700350657221	-0.586785273920242	-0.4915305994118771	-0.22738429536631954	-0.3001314034018867	0.11826008439408091	0.33078705652478707	0.34062253869019155	-0.16559835406262302	-0.7684339677536253	0.40967261771548097
